User_Id,Product_Id,Times_Bought,One_Shot_Ratio_Product,Times_In_Last_5,Times_In_Last_5_Ratio,Total_Orders,First_Ordered,Ordered_Range,Order_Ratio,Avg_Reordered,Avg_To_Cart,Avg_Order_Size
206092,9076.0,6,0.5637149952898861,1.0,0.2,15,1,15,0.4,0.5825617559789797,8.316930611661245,10.266666666666667
206092,9092.0,1,0.6514854717597127,1.0,0.2,15,11,5,0.2,0.4765444757754422,10.568315816457318,10.266666666666667
206092,9327.0,1,0.8799019607843137,0.0,0.0,15,3,13,0.07692307692307693,0.15796158120336562,9.943165581838388,10.266666666666667
206092,9337.0,1,0.6730392156862746,0.0,0.0,15,5,11,0.09090909090909091,0.4575910662057963,8.331294868386067,10.266666666666667
206092,9507.0,1,0.521511017838405,1.0,0.2,15,11,5,0.2,0.6925806451612904,8.70774193548387,10.266666666666667
206092,12341.0,1,0.41327006845052894,0.0,0.0,15,9,7,0.14285714285714285,0.744011469305669,5.255610202903168,10.266666666666667
206092,13646.0,5,0.41750167000668004,0.0,0.0,15,3,13,0.38461538461538464,0.7268082000121662,8.154632276902488,10.266666666666667
206092,13984.0,1,0.599463567277604,0.0,0.0,15,6,10,0.1,0.5468219802481641,9.292124588503418,10.266666666666667
206092,16883.0,1,0.754601226993865,0.0,0.0,15,5,11,0.09090909090909091,0.32644628099173556,9.52892561983471,10.266666666666667
206092,17601.0,1,0.6885644768856448,0.0,0.0,15,1,15,0.06666666666666667,0.4689922480620155,8.62532299741602,10.266666666666667
206092,18918.0,1,0.6267044448379671,0.0,0.0,15,1,15,0.06666666666666667,0.5264570230607967,9.456352201257861,10.266666666666667
206092,19048.0,1,0.6563239050231766,1.0,0.2,15,12,4,0.25,0.4673754219781327,10.04826925983776,10.266666666666667
206092,20842.0,2,0.4978349622664852,0.0,0.0,15,1,15,0.13333333333333333,0.6909459356121435,6.703869389003594,10.266666666666667
206092,20995.0,1,0.5039273869785302,0.0,0.0,15,7,9,0.1111111111111111,0.6515948551099219,8.869948611913522,10.266666666666667
206092,21295.0,1,0.6218097447795824,0.0,0.0,15,9,7,0.14285714285714285,0.46271174011879446,9.492777003739825,10.266666666666667
206092,21903.0,5,0.3357741155949634,2.0,0.4,15,6,10,0.5,0.7725001136734719,7.429640254463234,10.266666666666667
206092,22935.0,1,0.417855271584095,0.0,0.0,15,3,13,0.07692307692307693,0.6971241161638425,8.5175444783383,10.266666666666667
206092,23829.0,1,0.9011406844106464,0.0,0.0,15,3,13,0.07692307692307693,0.19076923076923077,9.44,10.266666666666667
206092,24184.0,7,0.49114323777569446,2.0,0.4,15,6,10,0.7,0.6333755426917511,8.63011939218524,10.266666666666667
206092,24852.0,1,0.2540699875601709,1.0,0.2,15,12,4,0.25,0.8435008940569022,4.894128849999471,10.266666666666667
206092,24964.0,2,0.4228392424889648,1.0,0.2,15,5,11,0.18181818181818182,0.6801271657344823,8.769042977645794,10.266666666666667
206092,26032.0,2,0.5890342052313883,2.0,0.4,15,11,5,0.4,0.6230565036025787,8.716533940083428,10.266666666666667
206092,26047.0,1,0.40804597701149425,0.0,0.0,15,7,9,0.1111111111111111,0.7696889477167439,7.529616148246195,10.266666666666667
206092,26209.0,2,0.44223009875387326,0.0,0.0,15,3,13,0.15384615384615385,0.6810072034531064,8.58182283629744,10.266666666666667
206092,26384.0,5,0.4856361149110807,1.0,0.2,15,1,15,0.3333333333333333,0.6236808236808237,6.2042042042042045,10.266666666666667
206092,27104.0,2,0.4853015811048214,0.0,0.0,15,5,11,0.18181818181818182,0.6421686410371032,9.125055878408583,10.266666666666667
206092,27521.0,1,0.4380473688218719,0.0,0.0,15,5,11,0.09090909090909091,0.6951029790791093,8.155176817516892,10.266666666666667
206092,27829.0,1,0.6379647749510763,1.0,0.2,15,13,3,0.3333333333333333,0.505324298160697,10.431752178121975,10.266666666666667
206092,28204.0,1,0.4480461639750591,0.0,0.0,15,8,8,0.125,0.7119220813995002,7.013399232416994,10.266666666666667
206092,28601.0,1,0.5998639764225799,0.0,0.0,15,6,10,0.1,0.5780966044954567,8.736298421807748,10.266666666666667
206092,28849.0,4,0.5497056062803993,3.0,0.6,15,6,10,0.4,0.5803251683139952,9.617998854032374,10.266666666666667
206092,28985.0,2,0.4573466614906832,0.0,0.0,15,2,14,0.14285714285714285,0.6944654479680944,7.50168275289478,10.266666666666667
206092,29487.0,1,0.5056280027453672,0.0,0.0,15,3,13,0.07692307692307693,0.6376703471600518,7.913408932656918,10.266666666666667
206092,30391.0,2,0.45367897785629185,0.0,0.0,15,1,15,0.13333333333333333,0.6972211165290079,8.590668225694099,10.266666666666667
206092,30450.0,1,0.5977233676975945,1.0,0.2,15,11,5,0.2,0.5666821777570963,7.734806886924151,10.266666666666667
206092,31714.0,2,0.6157024793388429,1.0,0.2,15,2,14,0.14285714285714285,0.48547129695251595,9.625797306874556,10.266666666666667
206092,31927.0,1,0.5561889250814332,1.0,0.2,15,13,3,0.3333333333333333,0.5813160586430276,10.479031708148653,10.266666666666667
206092,33401.0,2,0.5884488448844885,0.0,0.0,15,6,10,0.2,0.5494423791821561,9.524163568773234,10.266666666666667
206092,34243.0,1,0.5039454806312769,1.0,0.2,15,14,2,0.5,0.6492199295420231,8.884184700553599,10.266666666666667
206092,34262.0,1,0.5015780529254673,0.0,0.0,15,7,9,0.1111111111111111,0.6551695269987442,8.739137714524906,10.266666666666667
206092,34358.0,1,0.5277023896207056,1.0,0.2,15,11,5,0.2,0.5874320670726711,8.664554715023076,10.266666666666667
206092,35898.0,2,0.7012186772559222,0.0,0.0,15,3,13,0.15384615384615385,0.39384130146082336,9.358814741035857,10.266666666666667
206092,35939.0,3,0.5668181818181818,1.0,0.2,15,3,13,0.23076923076923078,0.5656894679695983,9.359737439542,10.266666666666667
206092,35951.0,8,0.41198288159771757,1.0,0.2,15,1,15,0.5333333333333333,0.757837464375162,6.62939804819069,10.266666666666667
206092,36418.0,2,0.6127770534550195,0.0,0.0,15,2,14,0.14285714285714285,0.542089552238806,9.364179104477612,10.266666666666667
206092,36695.0,1,0.49691040164778577,0.0,0.0,15,3,13,0.07692307692307693,0.6748702494558848,8.845722417545621,10.266666666666667
206092,37120.0,1,0.9544937428896473,0.0,0.0,15,1,15,0.06666666666666667,0.04972972972972973,11.234594594594595,10.266666666666667
206092,38273.0,1,0.602921646746348,0.0,0.0,15,9,7,0.14285714285714285,0.5236761250677752,10.07337791433219,10.266666666666667
206092,38293.0,4,0.502724795640327,1.0,0.2,15,4,12,0.3333333333333333,0.6429025859810635,8.925639010516074,10.266666666666667
206092,38456.0,2,0.5662918964785745,0.0,0.0,15,3,13,0.15384615384615385,0.5604866905971749,9.223206377325067,10.266666666666667
206092,39162.0,1,0.75,0.0,0.0,15,1,15,0.06666666666666667,0.31610337972166996,10.660437375745527,10.266666666666667
206092,40116.0,2,0.75,1.0,0.2,15,8,8,0.25,0.3469387755102041,8.714285714285714,10.266666666666667
206092,40604.0,2,0.5601456378658451,0.0,0.0,15,1,15,0.13333333333333333,0.5585298754288893,9.853543939909121,10.266666666666667
206092,41149.0,2,0.6077844311377245,2.0,0.4,15,12,4,0.5,0.48099450155390866,8.658498685154196,10.266666666666667
206092,41220.0,1,0.54982740507279,0.0,0.0,15,8,8,0.125,0.6178815163158801,8.515369616333086,10.266666666666667
206092,41463.0,1,0.717948717948718,1.0,0.2,15,11,5,0.2,0.387121502491376,10.292832502874665,10.266666666666667
206092,41540.0,2,0.5731795241528479,1.0,0.2,15,6,10,0.2,0.5742133537989256,9.49270913277053,10.266666666666667
206092,41750.0,3,0.599009900990099,2.0,0.4,15,10,6,0.5,0.6058536585365853,10.606829268292683,10.266666666666667
206092,42768.0,1,0.5701194321340044,0.0,0.0,15,2,14,0.07142857142857142,0.5570454167359841,9.881716852437199,10.266666666666667
206092,43352.0,1,0.4838140406992776,0.0,0.0,15,6,10,0.1,0.6854094378903539,6.190995836224844,10.266666666666667
206092,44142.0,1,0.5432989690721649,0.0,0.0,15,5,11,0.09090909090909091,0.5489316189634728,8.574251900764956,10.266666666666667
206092,44359.0,2,0.5064092356687898,0.0,0.0,15,2,14,0.14285714285714285,0.6310819344700475,9.169126609977823,10.266666666666667
206092,44728.0,2,0.5737874097007224,0.0,0.0,15,1,15,0.13333333333333333,0.5783289817232375,9.073977371627501,10.266666666666667
206092,45007.0,1,0.42519443934104967,0.0,0.0,15,4,12,0.08333333333333333,0.6884462379439626,8.999294048061971,10.266666666666667
206092,45662.0,1,0.7142857142857143,0.0,0.0,15,4,12,0.08333333333333333,0.3793103448275862,9.354679802955665,10.266666666666667
206092,45948.0,2,0.4334215167548501,0.0,0.0,15,5,11,0.18181818181818182,0.7351704810836058,7.239257356375526,10.266666666666667
206092,46667.0,1,0.5469220738342552,0.0,0.0,15,6,10,0.1,0.5730412578954441,9.004838059400619,10.266666666666667
206092,46802.0,2,0.5946478873239437,0.0,0.0,15,3,13,0.15384615384615385,0.5731462925851704,8.663286573146292,10.266666666666667
206092,47766.0,7,0.3587009889878656,4.0,0.8,15,2,14,0.5,0.7581031021123773,6.444617255323361,10.266666666666667
206092,48679.0,1,0.464149221379271,1.0,0.2,15,14,2,0.5,0.6624694352991009,9.445907699416624,10.266666666666667
206092,48775.0,1,0.6286561531203666,0.0,0.0,15,5,11,0.09090909090909091,0.5072069080039854,10.1543673198273,10.266666666666667
206093,196.0,2,0.4175,0.0,0.0,18,9,10,0.2,0.7764801207007348,3.7217736302422395,6.222222222222222
206093,428.0,1,0.7238805970149254,0.0,0.0,18,1,18,0.05555555555555555,0.3767441860465116,6.837209302325581,6.222222222222222
206093,1160.0,1,0.5663636363636364,0.0,0.0,18,7,12,0.08333333333333333,0.6599690880989181,5.447913446676971,6.222222222222222
206093,4778.0,4,0.5382669196710942,0.0,0.0,18,4,15,0.26666666666666666,0.5777243589743589,9.425747863247864,6.222222222222222
206093,6348.0,8,0.48779035139964266,0.0,0.0,18,4,15,0.5333333333333333,0.6724328542628601,9.401833907784352,6.222222222222222
206093,7177.0,1,0.5947786606129398,0.0,0.0,18,4,15,0.06666666666666667,0.6058165548098434,10.028187919463088,6.222222222222222
206093,7644.0,1,0.6349041947177628,0.0,0.0,18,8,11,0.09090909090909091,0.49350819672131147,8.700590163934427,6.222222222222222
206093,7898.0,3,0.6734104046242775,0.0,0.0,18,2,17,0.17647058823529413,0.5016802688430149,7.4037445991358615,6.222222222222222
206093,9743.0,1,0.6119791666666666,0.0,0.0,18,3,16,0.0625,0.5616438356164384,9.478310502283104,6.222222222222222
206093,10032.0,1,0.4997662459093034,0.0,0.0,18,10,9,0.1111111111111111,0.6890988372093023,6.201744186046511,6.222222222222222
206093,10991.0,2,0.6432584269662921,0.0,0.0,18,2,17,0.11764705882352941,0.49929676511954996,11.019690576652602,6.222222222222222
206093,12916.0,2,0.6546151282905698,0.0,0.0,18,1,18,0.1111111111111111,0.5212188895979579,7.321873005743459,6.222222222222222
206093,14753.0,4,0.8021978021978022,2.0,0.4,18,9,10,0.4,0.3157894736842105,10.669172932330827,6.222222222222222
206093,16696.0,5,0.5047182528983554,2.0,0.4,18,11,8,0.625,0.6556813962124025,6.25102116598589,6.222222222222222
206093,17858.0,1,0.6589762076423936,0.0,0.0,18,12,7,0.14285714285714285,0.48188270451998505,8.966006723944714,6.222222222222222
206093,17859.0,1,0.6022727272727273,0.0,0.0,18,7,12,0.08333333333333333,0.5913312693498453,4.458204334365325,6.222222222222222
206093,18610.0,1,0.6002664890073285,0.0,0.0,18,7,12,0.08333333333333333,0.6191321999492515,7.037300177619893,6.222222222222222
206093,18973.0,1,0.6808510638297872,0.0,0.0,18,7,12,0.08333333333333333,0.4835164835164835,5.197802197802198,6.222222222222222
206093,19863.0,2,0.5584031542631839,2.0,0.4,18,16,3,0.6666666666666666,0.593223736968725,8.665396952686448,6.222222222222222
206093,20118.0,3,0.6318719554627696,1.0,0.2,18,10,9,0.3333333333333333,0.5392754087848669,10.103238217377365,6.222222222222222
206093,21377.0,7,0.7096774193548387,0.0,0.0,18,2,17,0.4117647058823529,0.5059760956175299,8.697211155378486,6.222222222222222
206093,22565.0,2,0.753393665158371,0.0,0.0,18,2,17,0.11764705882352941,0.3456698741672835,9.179126572908956,6.222222222222222
206093,23323.0,1,0.6005291005291006,0.0,0.0,18,3,16,0.0625,0.5573770491803278,10.092505854800937,6.222222222222222
206093,25837.0,1,0.495847581827064,1.0,0.2,18,15,4,0.25,0.691623983127448,8.416691774630912,6.222222222222222
206093,26451.0,2,0.5526315789473685,0.0,0.0,18,2,17,0.11764705882352941,0.4492753623188406,8.623188405797102,6.222222222222222
206093,28031.0,2,0.5954465849387041,1.0,0.2,18,12,7,0.2857142857142857,0.5225752508361204,8.352842809364548,6.222222222222222
206093,28473.0,1,0.6561679790026247,0.0,0.0,18,1,18,0.05555555555555555,0.4847870182555781,8.615956727518594,6.222222222222222
206093,28571.0,2,0.5754385964912281,0.0,0.0,18,9,10,0.2,0.5851528384279476,9.885589519650654,6.222222222222222
206093,29529.0,2,0.7661365762394762,0.0,0.0,18,12,7,0.2857142857142857,0.37485380116959066,7.2,6.222222222222222
206093,31564.0,8,0.6290009699321047,2.0,0.4,18,7,12,0.6666666666666666,0.5030127741624488,10.063870812243914,6.222222222222222
206093,33129.0,2,0.5920138888888888,0.0,0.0,18,4,15,0.13333333333333333,0.5277140045916694,9.583060019678584,6.222222222222222
206093,33651.0,6,0.5697008274984087,3.0,0.6,18,9,10,0.6,0.5732138005976637,9.636240152132572,6.222222222222222
206093,33846.0,1,0.6709930576516753,0.0,0.0,18,4,15,0.06666666666666667,0.44589396220103694,9.216256899147014,6.222222222222222
206093,35999.0,1,0.6666666666666666,0.0,0.0,18,1,18,0.05555555555555555,0.4267515923566879,8.847133757961783,6.222222222222222
206093,39041.0,3,0.6046939714680166,3.0,0.6,18,14,5,0.6,0.5281216069489685,9.932681867535289,6.222222222222222
206093,43941.0,1,0.65,0.0,0.0,18,7,12,0.08333333333333333,0.2857142857142857,7.142857142857143,6.222222222222222
206093,46049.0,3,0.5864796835670623,0.0,0.0,18,1,18,0.16666666666666666,0.5680335507921714,9.466293880086983,6.222222222222222
206093,46056.0,2,0.7495361781076066,2.0,0.4,18,14,5,0.4,0.35216346153846156,6.048076923076923,6.222222222222222
206093,46075.0,6,0.605427974947808,0.0,0.0,18,2,17,0.35294117647058826,0.5852813852813853,10.114285714285714,6.222222222222222
206093,46107.0,3,0.6261961722488039,1.0,0.2,18,8,11,0.2727272727272727,0.5534188034188035,9.582264957264957,6.222222222222222
206093,49528.0,5,0.5789473684210527,0.0,0.0,18,2,17,0.29411764705882354,0.42424242424242425,9.515151515151516,6.222222222222222
206093,49605.0,6,0.6121700879765396,0.0,0.0,18,6,13,0.46153846153846156,0.535501447301209,8.528860888813213,6.222222222222222
206094,28.0,1,0.6350148367952523,0.0,0.0,10,5,6,0.16666666666666666,0.5226628895184136,7.569405099150142,5.0
206094,387.0,1,0.6346153846153846,1.0,0.2,10,7,4,0.25,0.46938775510204084,9.061224489795919,5.0
206094,502.0,1,0.5922330097087378,0.0,0.0,10,5,6,0.16666666666666666,0.5968688845401174,6.295499021526418,5.0
206094,1059.0,1,0.8918918918918919,1.0,0.2,10,9,2,0.5,0.27450980392156865,9.117647058823529,5.0
206094,4966.0,1,0.8250809810273022,1.0,0.2,10,7,4,0.25,0.20346479911537044,9.775156653151493,5.0
206094,6829.0,1,0.6328125,1.0,0.2,10,7,4,0.25,0.6235294117647059,7.4941176470588236,5.0
206094,7175.0,2,0.5710521693307571,0.0,0.0,10,1,10,0.2,0.5498893105629349,9.412555344718532,5.0
206094,9366.0,1,0.6220151426907397,0.0,0.0,10,1,10,0.1,0.49223717285228447,10.77480408102913,5.0
206094,9438.0,1,0.48284734133790735,0.0,0.0,10,2,9,0.1111111111111111,0.6587649985367281,11.003804506877378,5.0
206094,11182.0,1,0.5371478298705537,0.0,0.0,10,3,8,0.125,0.6025336158069955,8.238272298845605,5.0
206094,15070.0,1,0.6368038740920097,1.0,0.2,10,8,3,0.3333333333333333,0.6118421052631579,7.764097744360902,5.0
206094,20588.0,2,0.6582117945466075,0.0,0.0,10,1,10,0.2,0.44627808988764045,8.904845505617978,5.0
206094,22113.0,2,0.46731707317073173,0.0,0.0,10,1,10,0.2,0.6853898096992019,9.407612031921424,5.0
206094,22963.0,1,0.5044779264566431,0.0,0.0,10,5,6,0.16666666666666666,0.6656214768883878,8.667946730552424,5.0
206094,24561.0,3,0.484472049689441,2.0,0.4,10,5,6,0.5,0.6962900859358625,9.122545937259833,5.0
206094,24838.0,1,0.42630459676100113,0.0,0.0,10,2,9,0.1111111111111111,0.753353910710323,6.12400895721116,5.0
206094,28156.0,1,0.5812392695489309,0.0,0.0,10,2,9,0.1111111111111111,0.5596260911402846,8.115815519967008,5.0
206094,28985.0,1,0.4573466614906832,0.0,0.0,10,4,7,0.14285714285714285,0.6944654479680944,7.50168275289478,5.0
206094,30391.0,1,0.45367897785629185,0.0,0.0,10,3,8,0.125,0.6972211165290079,8.590668225694099,5.0
206094,31535.0,1,0.6582278481012658,0.0,0.0,10,2,9,0.1111111111111111,0.5240963855421686,7.5602409638554215,5.0
206094,31764.0,3,0.40794223826714804,0.0,0.0,10,1,10,0.3,0.7461044912923923,5.617781851512374,5.0
206094,33606.0,1,0.7733990147783252,1.0,0.2,10,8,3,0.3333333333333333,0.38109756097560976,8.673780487804878,5.0
206094,33845.0,1,0.4571226080793763,0.0,0.0,10,4,7,0.14285714285714285,0.7152371342078708,8.171745711402624,5.0
206094,35715.0,1,0.608780487804878,0.0,0.0,10,5,6,0.16666666666666666,0.5448490230905861,9.095914742451155,5.0
206094,36070.0,1,0.5629449838187702,0.0,0.0,10,5,6,0.16666666666666666,0.5758989843535548,8.808880043919846,5.0
206094,36253.0,2,0.6982872200263505,0.0,0.0,10,2,9,0.2222222222222222,0.49264705882352944,9.86229946524064,5.0
206094,37141.0,1,0.6221009549795361,1.0,0.2,10,8,3,0.3333333333333333,0.5758101851851852,8.935185185185185,5.0
206094,41455.0,1,0.532258064516129,1.0,0.2,10,7,4,0.25,0.651685393258427,8.418539325842696,5.0
206094,41950.0,1,0.48229526057744687,0.0,0.0,10,1,10,0.1,0.6573597349468805,8.640498374527525,5.0
206094,42460.0,1,0.4807318022576878,0.0,0.0,10,5,6,0.16666666666666666,0.6689859554181162,8.773869346733669,5.0
206094,43044.0,2,0.6838235294117647,2.0,0.4,10,8,3,0.6666666666666666,0.4828897338403042,6.920152091254753,5.0
206094,43087.0,1,0.6843601895734597,0.0,0.0,10,3,8,0.125,0.418412348401323,12.23704520396913,5.0
206094,44204.0,1,0.7182025894897182,0.0,0.0,10,3,8,0.125,0.3921296296296296,11.881481481481481,5.0
206094,44683.0,2,0.5886924421993395,0.0,0.0,10,1,10,0.2,0.5378675645342312,8.84408529741863,5.0
206094,45200.0,2,0.6131000160539413,0.0,0.0,10,4,7,0.2857142857142857,0.5013608709574128,9.400336215177713,5.0
206094,45753.0,1,0.8473282442748091,1.0,0.2,10,9,2,0.5,0.19384615384615383,9.323076923076924,5.0
206094,46188.0,1,0.7046783625730995,1.0,0.2,10,8,3,0.3333333333333333,0.4528,7.9072,5.0
206094,46575.0,1,0.6031507876969242,0.0,0.0,10,1,10,0.1,0.5762873490146218,9.442148760330578,5.0
206094,46842.0,1,0.4941700960219479,0.0,0.0,10,5,6,0.16666666666666666,0.6723595505617977,7.372022471910112,5.0
206095,1652.0,1,0.8055555555555556,0.0,0.0,11,1,11,0.09090909090909091,0.2987012987012987,10.220779220779221,5.181818181818182
206095,3696.0,2,0.5519332827899924,2.0,0.4,11,8,4,0.5,0.596389228886169,9.146266829865361,5.181818181818182
206095,5067.0,1,0.7631479379493,1.0,0.2,11,8,4,0.25,0.3307166371233224,10.099518865535579,5.181818181818182
206095,5128.0,2,0.5926605504587156,0.0,0.0,11,2,10,0.2,0.5435510887772195,7.8793969849246235,5.181818181818182
206095,7648.0,1,0.7445141065830722,1.0,0.2,11,9,3,0.3333333333333333,0.3626373626373626,10.212787212787212,5.181818181818182
206095,9486.0,1,0.6802884615384616,0.0,0.0,11,1,11,0.09090909090909091,0.41076487252124644,9.715297450424929,5.181818181818182
206095,9755.0,1,0.5451621549182525,1.0,0.2,11,10,2,0.5,0.6035069075451647,7.767481402763018,5.181818181818182
206095,10673.0,3,0.4977703455964326,0.0,0.0,11,2,10,0.3,0.6405529953917051,7.854404594937554,5.181818181818182
206095,10690.0,1,0.5412698412698412,1.0,0.2,11,10,2,0.5,0.5670103092783505,7.404810996563574,5.181818181818182
206095,15860.0,1,0.5969257045260461,1.0,0.2,11,8,4,0.25,0.5574452003023431,9.877928949357521,5.181818181818182
206095,19019.0,1,0.5337220602526725,0.0,0.0,11,3,9,0.1111111111111111,0.6208827647188858,9.124014442561345,5.181818181818182
206095,20976.0,3,0.6234817813765182,2.0,0.4,11,1,11,0.2727272727272727,0.46187363834422657,10.372549019607844,5.181818181818182
206095,22414.0,1,0.7138157894736842,1.0,0.2,11,7,5,0.2,0.42641509433962266,9.50566037735849,5.181818181818182
206095,22788.0,1,0.6190045248868778,0.0,0.0,11,1,11,0.09090909090909091,0.48676265675801206,9.183000464468185,5.181818181818182
206095,24852.0,2,0.2540699875601709,0.0,0.0,11,2,10,0.2,0.8435008940569022,4.894128849999471,5.181818181818182
206095,25232.0,1,0.6442652329749103,1.0,0.2,11,9,3,0.3333333333333333,0.48309402501157944,9.596109309865678,5.181818181818182
206095,27179.0,1,0.6045165026056746,0.0,0.0,11,1,11,0.09090909090909091,0.5265899122807017,8.310032894736842,5.181818181818182
206095,28199.0,1,0.5222341704092606,0.0,0.0,11,3,9,0.1111111111111111,0.603038292529818,8.82016321406152,5.181818181818182
206095,28464.0,1,0.7167630057803468,1.0,0.2,11,10,2,0.5,0.3987836663770634,8.951346655082537,5.181818181818182
206095,28571.0,2,0.5754385964912281,2.0,0.4,11,8,4,0.5,0.5851528384279476,9.885589519650654,5.181818181818182
206095,28993.0,1,0.6090577824049974,0.0,0.0,11,1,11,0.09090909090909091,0.5461489998424949,8.882973696645141,5.181818181818182
206095,31215.0,2,0.47132329381608457,2.0,0.4,11,9,3,0.6666666666666666,0.6509339000111845,8.174700816463483,5.181818181818182
206095,34894.0,1,0.7792207792207793,1.0,0.2,11,8,4,0.25,0.25961538461538464,9.692307692307692,5.181818181818182
206095,35045.0,2,0.5352112676056338,0.0,0.0,11,1,11,0.18181818181818182,0.6608955223880597,6.664179104477612,5.181818181818182
206095,36316.0,1,0.46652792230315643,1.0,0.2,11,9,3,0.3333333333333333,0.6963984835720304,6.527274641954508,5.181818181818182
206095,36393.0,7,0.614165890027959,2.0,0.4,11,2,10,0.7,0.5615038823048631,8.88148753575807,5.181818181818182
206095,37849.0,2,0.5359550561797752,0.0,0.0,11,2,10,0.2,0.5779990516832622,9.119962067330489,5.181818181818182
206095,37940.0,3,0.5589492974954184,2.0,0.4,11,4,8,0.375,0.6071514278857691,8.683465322774179,5.181818181818182
206095,40332.0,1,0.47757753562447613,0.0,0.0,11,1,11,0.09090909090909091,0.6159047005795235,6.698325820991629,5.181818181818182
206095,43409.0,3,0.5388459791004089,3.0,0.6,11,8,4,0.75,0.604136690647482,9.234352517985611,5.181818181818182
206095,43865.0,1,0.8662420382165605,1.0,0.2,11,8,4,0.25,0.20304568527918782,8.157360406091371,5.181818181818182
206095,44475.0,1,0.5687369155617585,0.0,0.0,11,2,10,0.1,0.5866743582347851,8.784251514277473,5.181818181818182
206095,46522.0,1,0.6480165099747764,0.0,0.0,11,1,11,0.09090909090909091,0.4527544233906387,10.115823817292007,5.181818181818182
206095,46842.0,2,0.4941700960219479,2.0,0.4,11,8,4,0.5,0.6723595505617977,7.372022471910112,5.181818181818182
206095,49306.0,1,0.5460030165912518,1.0,0.2,11,9,3,0.3333333333333333,0.6039426523297491,9.235961768219832,5.181818181818182
206096,311.0,2,0.5929081913139087,0.0,0.0,74,16,59,0.03389830508474576,0.5569897710667316,8.792742328300049,10.31081081081081
206096,1006.0,21,0.6245828698553949,3.0,0.6,74,1,74,0.28378378378378377,0.5226971064507566,9.598088664719937,10.31081081081081
